,year,fips,county_name,state_name,contract_rent,housing_value,median_age_by_sex,population,diff_year,diff_growth,rate_percent,rent_price_ratio,GDPDEF,diff_housing_growth,growth_rate_housing,mean_rent_price_ratio,mean_housing_value,mean_contract_rent,mean_rent_pct_change,mean_housing_growth
27,2009,05031,Craighead County,Arkansas,16720,107600,32.9,95457,NA,NA,NA,0.155390334572491,95.02275,NA,NA,0.127373527482823,132054.545454545,16713.2727272727,-0.013360355407985,3.67262132083989
28,2009,05045,Faulkner County,Arkansas,12335,133600,30.6,109386,NA,NA,NA,0.0923278443113772,95.02275,NA,NA,0.10663133166923,149681.818181818,15935.5454545455,3.54963870648535,2.24464767687551
29,2009,05051,Garland County,Arkansas,10516,127200,44.4,98479,NA,NA,NA,0.0826729559748428,95.02275,NA,NA,0.0953790114659525,134400,12777.1,2.50456100654283,1.3997937447781
30,2009,05069,Jefferson County,Arkansas,10901,78900,36.9,78705,NA,NA,NA,0.138162230671736,95.02275,NA,NA,0.127322355954416,82177.7777777778,10433.7777777778,-2.13507909527572,0.181655459730968
31,2009,05119,Pulaski County,Arkansas,65441,131900,35.7,381904,NA,NA,NA,0.496141015921152,95.02275,NA,NA,0.431516511831914,148127.272727273,63733.4545454545,-0.591062491290321,1.66871254769812
32,2009,05125,Saline County,Arkansas,9974,134100,38,99449,NA,NA,NA,0.0743773303504847,95.02275,NA,NA,0.0694884092149826,140642.857142857,9757.71428571429,-0.450801631417662,2.26502877492406
33,2009,05131,Sebastian County,Arkansas,16687,111800,37.1,123597,NA,NA,NA,0.149257602862254,95.02275,NA,NA,0.164452205972022,119927.272727273,19680.6363636364,2.32533173958499,1.93295838793561
34,2009,05143,Washington County,Arkansas,32157,160100,31.5,200181,NA,NA,NA,0.200855715178014,95.02275,NA,NA,0.237212531669476,160190.909090909,37896.8181818182,2.28466752444226,1.63273362356956
35,2009,05145,White County,Arkansas,9496,99500,36,76338,NA,NA,NA,0.0954371859296482,95.02275,NA,NA,0.0904648604878559,110866.666666667,9879.66666666667,-1.38285245228095,1.82437452494191
36,2009,06001,Alameda County,California,237574,507400,36.5,1491482,NA,NA,NA,0.46821836815136,95.02275,NA,NA,0.436832359923531,630918.181818182,263635.636363636,1.43787513830094,5.23397037758481
37,2009,06007,Butte County,California,32602,245100,36.7,220577,NA,NA,NA,0.133015095879233,95.02275,NA,NA,0.143142449027085,248590.909090909,34932.7272727273,-0.44858406145106,2.80800978144858
38,2009,06013,Contra Costa County,California,117223,424500,38.6,1041274,NA,NA,NA,0.276143698468787,95.02275,NA,NA,0.271702696076511,510063.636363636,132913.909090909,1.52095587686078,4.52304019315685
39,2009,06017,El Dorado County,California,14176,399800,42.5,178447,NA,NA,NA,0.0354577288644322,95.02275,NA,NA,0.0423952173822181,397830,16539.3,1.64998113856254,1.94671170363958
40,2009,06019,Fresno County,California,128342,221700,30.5,915267,NA,NA,NA,0.578899413622012,95.02275,NA,NA,0.643638526307933,222927.272727273,140554,1.26227546989611,2.30432635495479
41,2009,06023,Humboldt County,California,23224,303900,36.2,129623,NA,NA,NA,0.0764198749588681,95.02275,NA,NA,0.0800554177002781,299209.090909091,23790.4545454545,0.578128416246124,1.18286885560468
42,2009,06025,Imperial County,California,19944,160300,30.3,166874,NA,NA,NA,0.124416718652527,95.02275,NA,NA,0.118685938423147,169818.181818182,19360,-0.428728833235498,3.17776404366463
43,2009,06029,Kern County,California,96434,177800,30.3,807407,NA,NA,NA,0.542373453318335,95.02275,NA,NA,0.605052237431996,187400,111313.454545455,1.41258240959431,2.58152665773733
44,2009,06031,Kings County,California,19087,204800,30.3,148764,NA,NA,NA,0.0931982421875,95.02275,NA,NA,0.106440905432098,194118.181818182,20272.7272727273,0.595311617333183,1.58729344161013
45,2009,06037,Los Angeles County,California,1651764,441400,34.2,9848011,NA,NA,NA,3.74210240144993,95.02275,NA,NA,3.6491616088961,496245.454545455,1767639.09090909,0.941274006942343,3.58567729334871
46,2009,06039,Madera County,California,15647,226500,33.8,148632,NA,NA,NA,0.0690816777041943,95.02275,NA,NA,0.0825901201339607,209555.555555556,16848,1.52925073917574,1.66746496796525
47,2009,06041,Marin County,California,38217,820200,44.4,250750,NA,NA,NA,0.0465947329919532,95.02275,NA,NA,0.0440746209326754,888263.636363636,38446.0909090909,0.167123750816129,2.58904312233788
48,2009,06045,Mendocino County,California,12486,369800,40.4,86040,NA,NA,NA,0.0337641968631693,95.02275,NA,NA,0.0410092441271914,349427.272727273,14066.9090909091,-0.176277409740896,0.992556381700164
49,2009,06047,Merced County,California,34219,157500,29.7,245321,NA,NA,NA,0.217263492063492,95.02275,NA,NA,0.201629934334133,195245.454545455,37200.3636363636,1.00398713120999,5.36673478259186
50,2009,06053,Monterey County,California,63460,402700,32.4,410370,NA,NA,NA,0.157586292525453,95.02275,NA,NA,0.15056672287072,434827.272727273,62711.6363636364,-0.543753419556482,3.61141778271997
51,2009,06055,Napa County,California,17716,456100,39.2,134650,NA,NA,NA,0.0388423591317694,95.02275,NA,NA,0.0368605476244958,522363.636363636,18313.8181818182,-1.33243319199433,3.54737071098365
52,2009,06059,Orange County,California,389030,530400,35.7,3026786,NA,NA,NA,0.733465309200603,95.02275,NA,NA,0.726273199701571,598354.545454545,428724.363636364,1.38527732851605,2.98748998702537
53,2009,06061,Placer County,California,35908,369400,40.3,348552,NA,NA,NA,0.0972062804547916,95.02275,NA,NA,0.101668222870224,403127.272727273,39953.5454545455,1.16828201349259,3.44978501394898
54,2009,06065,Riverside County,California,209259,247200,33.2,2125440,NA,NA,NA,0.846516990291262,95.02275,NA,NA,0.859527256601797,288909.090909091,239379.727272727,1.34082852503858,4.10372388830888
55,2009,06067,Sacramento County,California,214776,257800,34.6,1400949,NA,NA,NA,0.83311093871218,95.02275,NA,NA,0.833657389049161,289881.818181818,232507.545454545,1.11014605713762,3.78132312605207
56,2009,06071,San Bernardino County,California,214620,242000,30.9,2017673,NA,NA,NA,0.886859504132231,95.02275,NA,NA,0.929138096085817,273381.818181818,246471.909090909,1.72179715392334,3.93095354356473
57,2009,06073,San Diego County,California,470188,417700,34.7,3053793,NA,NA,NA,1.12565956428058,95.02275,NA,NA,1.09551795931248,479881.818181818,513373.181818182,1.04190918411607,3.7539109368366
58,2009,06075,San Francisco County,California,202406,751600,38.5,815358,NA,NA,NA,0.269300159659393,95.02275,NA,NA,0.250481216219053,915863.636363636,221961.181818182,1.23663179113942,4.59353697852658
59,2009,06077,San Joaquin County,California,81533,221600,32.2,674860,NA,NA,NA,0.367928700361011,95.02275,NA,NA,0.374562781097369,270663.636363636,96255.6363636364,1.39866957719786,5.09294415857842
60,2009,06079,San Luis Obispo County,California,39231,460300,39.3,266971,NA,NA,NA,0.0852291983489029,95.02275,NA,NA,0.0869135618262937,495854.545454545,41929.4545454545,0.0476979942548501,3.0508785599797
61,2009,06081,San Mateo County,California,98032,731800,38.9,718989,NA,NA,NA,0.133960098387538,95.02275,NA,NA,0.122300722628773,900345.454545455,105611.090909091,0.873763462195301,4.96843982468817
62,2009,06083,Santa Barbara County,California,65842,553900,33.2,407057,NA,NA,NA,0.118869832099657,95.02275,NA,NA,0.136489720693788,512854.545454545,68833.3636363636,0.583426700842406,0.162573635475961
63,2009,06085,Santa Clara County,California,242273,645500,35.7,1784642,NA,NA,NA,0.375326103795507,95.02275,NA,NA,0.346457366218248,814127.272727273,271029.090909091,1.76382320936476,5.3666889103028
64,2009,06087,Santa Cruz County,California,36212,590800,37.1,256218,NA,NA,NA,0.0612931618144888,95.02275,NA,NA,0.0612710453903532,653463.636363636,38938.3636363636,0.588342954842693,3.28387826336678
65,2009,06089,Shasta County,California,24762,243300,41.2,181099,NA,NA,NA,0.101775585696671,95.02275,NA,NA,0.109144984152866,234627.272727273,25365.0909090909,0.578771054441692,1.19929084655919
66,2009,06095,Solano County,California,47862,297300,36.7,407234,NA,NA,NA,0.160988900100908,95.02275,NA,NA,0.179400914804062,332072.727272727,56857.7272727273,1.57122376880883,3.90066253884758
67,2009,06097,Sonoma County,California,70941,446700,39.4,472102,NA,NA,NA,0.158811282740094,95.02275,NA,NA,0.154002231990366,503772.727272727,74380.2727272727,0.115196330774672,3.65663741665964
68,2009,06099,Stanislaus County,California,64951,196800,32.6,510385,NA,NA,NA,0.330035569105691,95.02275,NA,NA,0.332961320907191,231509.090909091,72327.8181818182,1.30721463182471,4.77292213084346
69,2009,06101,Sutter County,California,11516,199600,35.2,92614,NA,NA,NA,0.0576953907815631,95.02275,NA,NA,0.0598613431203908,228800,13151,0.943816174908053,3.94263435474948
70,2009,06107,Tulare County,California,54201,175400,29.4,429668,NA,NA,NA,0.309013683010262,95.02275,NA,NA,0.322514752077576,183145.454545455,57955.0909090909,0.619266083476278,3.09160948841409
71,2009,06111,Ventura County,California,90941,475900,36.6,802983,NA,NA,NA,0.191092666526581,95.02275,NA,NA,0.194059039127167,512154.545454545,97781.2727272727,0.911046491459554,2.62296825801093
72,2009,06113,Yolo County,California,29545,337700,29.4,199407,NA,NA,NA,0.0874888954693515,95.02275,NA,NA,0.0966638576625316,368163.636363636,34852.6363636364,2.20889092610174,2.96117998052937
73,2009,06115,Yuba County,California,9326,180700,30.8,72925,NA,NA,NA,0.0516104039845047,95.02275,NA,NA,0.0539565775532737,196277.777777778,10324,2.92194805918558,4.59436629623224
74,2009,08001,Adams County,Colorado,49221,191200,32.3,440994,NA,NA,NA,0.257432008368201,95.02275,NA,NA,0.242679361237784,241963.636363636,55379.9090909091,0.982090567738597,5.89216275608466
75,2009,08005,Arapahoe County,Colorado,73703,232600,35.8,565360,NA,NA,NA,0.316865864144454,95.02275,NA,NA,0.308915851619486,290054.545454545,85671.7272727273,1.33017808560227,5.40054277441508
76,2009,08013,Boulder County,Colorado,42112,340400,35.2,303482,NA,NA,NA,0.123713278495887,95.02275,NA,NA,0.112542382589528,424463.636363636,46379.8181818182,1.44286453424892,5.26849890255447
77,2009,08031,Denver County,Colorado,119666,244600,33,610345,NA,NA,NA,0.489231398201145,95.02275,NA,NA,0.464370060004719,317818.181818182,142319.363636364,2.76518502878792,5.7695784900444
78,2009,08035,Douglas County,Colorado,16894,340000,36.6,288225,NA,NA,NA,0.0496882352941176,95.02275,NA,NA,0.06070311240193,348825,21221,14.570341804382,4.60960256725197
79,2009,08041,El Paso County,Colorado,76523,217400,34.8,604542,NA,NA,NA,0.351991720331187,95.02275,NA,NA,0.379026658849082,242090.909090909,90372.0909090909,2.06274310041903,3.84714080654157
80,2009,08059,Jefferson County,Colorado,65038,262700,39.8,536922,NA,NA,NA,0.247575180814617,95.02275,NA,NA,0.214175005830982,327572.727272727,67303.8181818182,0.874134963453389,5.36645201138123
81,2009,08069,Larimer County,Colorado,40031,248200,35.1,298382,NA,NA,NA,0.161285253827558,95.02275,NA,NA,0.153667386764072,302445.454545455,45235.3636363636,2.08707499287416,5.02079982008466
82,2009,08077,Mesa County,Colorado,14402,234700,37.7,146093,NA,NA,NA,0.0613634426927993,95.02275,NA,NA,0.0857177214916262,216872.727272727,18415.6363636364,2.0968797307738,0.909561779117446
83,2009,08101,Pueblo County,Colorado,18917,141900,38.1,157224,NA,NA,NA,0.133312191684285,95.02275,NA,NA,0.146797452418753,150918.181818182,21929.7272727273,1.26715886211181,2.74895035801621
84,2009,08123,Weld County,Colorado,25516,194700,32.7,254759,NA,NA,NA,0.13105290190036,95.02275,NA,NA,0.121373157921301,243672.727272727,28167.3636363636,1.20121162305476,5.9472441195919
85,2009,09001,Fairfield County,Connecticut,98262,460500,39.3,901208,NA,NA,NA,0.213381107491857,95.02275,NA,NA,0.254528221841544,429545.454545455,109129.090909091,1.53118546738601,-0.424667360776547
86,2009,09003,Hartford County,Connecticut,112245,250300,39.4,879835,NA,NA,NA,0.448441869756292,95.02275,NA,NA,0.513267362345196,240227.272727273,123182.909090909,1.34809412669986,-0.298385329608445
87,2009,09005,Litchfield County,Connecticut,15546,279700,43.7,188728,NA,NA,NA,0.0555809796210225,95.02275,NA,NA,0.0665886971291522,257872.727272727,17116.4545454545,1.72242830196153,-0.958024595333479
88,2009,09007,Middlesex County,Connecticut,14500,299800,42.1,165702,NA,NA,NA,0.0483655770513676,95.02275,NA,NA,0.0584558872458379,289690.909090909,16898.4545454545,1.23955127632414,-0.398386022651504
89,2009,09009,New Haven County,Connecticut,115276,272500,38.5,848006,NA,NA,NA,0.42303119266055,95.02275,NA,NA,0.492829874173351,250972.727272727,123412.454545455,1.15550823526312,-0.838956840168683
90,2009,09011,New London County,Connecticut,32715,264700,40.2,266830,NA,NA,NA,0.123592746505478,95.02275,NA,NA,0.1437227326901,247509.090909091,35487.7272727273,1.53251649409717,-0.405684103608718
91,2009,09013,Tolland County,Connecticut,12143,267800,38.1,150461,NA,NA,NA,0.0453435399551904,95.02275,NA,NA,0.0580461716738873,252211.111111111,14586.8888888889,3.81327778800991,-1.24948092538444
92,2009,09015,Windham County,Connecticut,12476,224600,38.9,117518,NA,NA,NA,0.0555476402493321,95.02275,NA,NA,0.0661856574695205,205718.181818182,13575.6363636364,1.90169478415715,-0.63388098185423
93,2009,10001,Kent County,Delaware,14529,202900,35.8,157741,NA,NA,NA,0.0716067028092656,95.02275,NA,NA,0.0888551951017127,208718.181818182,18571.8181818182,3.87930193796173,0.904706120138072
94,2009,10003,New Castle County,Delaware,57900,260900,36.7,534634,NA,NA,NA,0.221924108853967,95.02275,NA,NA,0.25503226667153,253090.909090909,64478.5454545455,1.93912504076943,0.394924677597356
95,2009,10005,Sussex County,Delaware,13915,255700,44.9,192747,NA,NA,NA,0.0544192412983966,95.02275,NA,NA,0.0697704123949,245263.636363636,16978.6363636364,2.1755383364703,0.386031722075816
96,2009,11001,District of Columbia,District of Columbia,137662,443700,35.1,599657,NA,NA,NA,0.310259184133423,95.02275,NA,NA,0.313463387365061,519100,160199.272727273,2.06468373038536,3.60275375294909
97,2009,12001,Alachua County,Florida,43060,183900,27.4,243574,NA,NA,NA,0.234148994018488,95.02275,NA,NA,0.25370732055196,176281.818181818,44299.1818181818,0.463248369051999,1.53283134629689
98,2009,12005,Bay County,Florida,22785,167500,38,164767,NA,NA,NA,0.136029850746269,95.02275,NA,NA,0.149758127454037,167927.272727273,24850.1818181818,-1.57589150200207,1.68448692549547
99,2009,12009,Brevard County,Florida,59178,167500,44.8,536357,NA,NA,NA,0.353301492537313,95.02275,NA,NA,0.374138206348604,167472.727272727,60080.4545454545,-1.54471976098612,2.68592253206899
100,2009,12011,Broward County,Florida,205519,210000,39.2,1766476,NA,NA,NA,0.978661904761905,95.02275,NA,NA,1.15552382633921,219345.454545455,246167.272727273,2.49154765755514,3.17082145339315
101,2009,12015,Charlotte County,Florida,17515,159300,55.5,156952,NA,NA,NA,0.109949780288763,95.02275,NA,NA,0.0985303325667727,160560,15450.6,-4.24348653608584,2.59541960242557
102,2009,12019,Clay County,Florida,14711,175700,37.8,186756,NA,NA,NA,0.0837279453614115,95.02275,NA,NA,0.107682854240747,163750,17514.125,5.23243532464356,1.13982916128638
103,2009,12021,Collier County,Florida,26784,292100,46.3,318537,NA,NA,NA,0.0916946251283807,95.02275,NA,NA,0.118019499664172,302636.363636364,35047.9090909091,2.76438864215024,2.02458037729995
104,2009,12031,Duval County,Florida,126015,171400,35.1,857040,NA,NA,NA,0.735210035005834,95.02275,NA,NA,0.893444280175124,162336.363636364,143313.454545455,2.18129485586021,1.61284420815381
105,2009,12033,Escambia County,Florida,41024,148500,36.8,303343,NA,NA,NA,0.276255892255892,95.02275,NA,NA,0.329759351333169,134954.545454545,43865.7272727273,0.904701885076911,1.23434678005158
106,2009,12053,Hernando County,Florida,13951,143000,46.8,171233,NA,NA,NA,0.0975594405594406,95.02275,NA,NA,0.124796828245154,128663.636363636,15674.1818181818,0.266277348656267,1.42307211119706
107,2009,12057,Hillsborough County,Florida,175635,178100,35.6,1195317,NA,NA,NA,0.986159460976979,95.02275,NA,NA,1.13491080472247,184363.636363636,205178.272727273,2.06229211836117,2.88629827965662
108,2009,12061,Indian River County,Florida,16145,174000,48.1,135167,NA,NA,NA,0.0927873563218391,95.02275,NA,NA,0.083300891124951,174080,14148.3,-3.51235525585231,2.96376390084553
109,2009,12069,Lake County,Florida,25374,157700,48,312119,NA,NA,NA,0.160900443880786,95.02275,NA,NA,0.198640395460725,161590.909090909,31486.6363636364,3.38549057240837,3.13621714762117
110,2009,12071,Lee County,Florida,63909,163600,44.6,586908,NA,NA,NA,0.390641809290954,95.02275,NA,NA,0.428985551545661,181572.727272727,74673,0.651882768592163,3.5613056883685
111,2009,12073,Leon County,Florida,52199,191800,27.2,265714,NA,NA,NA,0.272153284671533,95.02275,NA,NA,0.274115344617028,193000,52663.8181818182,0.53913961118339,1.52788282369857
112,2009,12081,Manatee County,Florida,35635,188500,44.6,318361,NA,NA,NA,0.189045092838196,95.02275,NA,NA,0.203489826654536,197709.090909091,38708.2727272727,-1.1460642214126,3.31073805680323
113,2009,12083,Marion County,Florida,28489,142200,46.3,328547,NA,NA,NA,0.200344585091421,95.02275,NA,NA,0.267678678298673,126436.363636364,33372.9090909091,3.03448297707071,0.771049818213487
114,2009,12085,Martin County,Florida,12656,236200,48.5,139794,NA,NA,NA,0.0535817104149026,95.02275,NA,NA,0.0701756209227582,214137.5,14711.625,3.15636730537385,1.43331607981259
115,2009,12086,Miami-Dade County,Florida,350402,238500,37.7,2500625,NA,NA,NA,1.46919077568134,95.02275,NA,NA,1.70547680705127,242100,400773.727272727,2.50495759824594,2.7047877243411
116,2009,12091,Okaloosa County,Florida,23642,184400,37.6,178473,NA,NA,NA,0.128210412147505,95.02275,NA,NA,0.135319726078,199363.636363636,26791.8181818182,0.51375923897009,2.54193033363833
117,2009,12095,Orange County,Florida,156595,205200,33.4,1086480,NA,NA,NA,0.763133528265107,95.02275,NA,NA,1.01062495645254,198100,193958.454545455,2.10562490936463,2.1498798430579
118,2009,12097,Osceola County,Florida,28809,163000,35.4,270618,NA,NA,NA,0.176742331288344,95.02275,NA,NA,0.236694280067566,157240,35859,2.72532696312791,2.98178596793436
119,2009,12099,Palm Beach County,Florida,141470,232100,42.9,1279950,NA,NA,NA,0.60952175786299,95.02275,NA,NA,0.704013321282646,237609.090909091,162550.909090909,1.92889876073856,2.54393550039272
120,2009,12101,Pasco County,Florida,38355,141600,43.1,471709,NA,NA,NA,0.270868644067797,95.02275,NA,NA,0.362526818871841,139718.181818182,49755.5454545455,2.99285761908434,2.66171571789839
121,2009,12103,Pinellas County,Florida,122849,169100,45.3,909013,NA,NA,NA,0.726487285629805,95.02275,NA,NA,0.813493518545809,172718.181818182,135973.363636364,-0.15371203811062,2.83444036833205
122,2009,12105,Polk County,Florida,63577,135300,38.9,583403,NA,NA,NA,0.46989652623799,95.02275,NA,NA,0.560625283320213,128818.181818182,70023.2727272727,1.28928633470197,2.09659977099794
123,2009,12109,St. Johns County,Florida,15202,266300,42.1,187436,NA,NA,NA,0.057085993240706,95.02275,NA,NA,0.0726805165620865,259744.444444444,18683.2222222222,1.91965137811219,1.20195443218777
124,2009,12111,St. Lucie County,Florida,24509,142400,42.2,266502,NA,NA,NA,0.172113764044944,95.02275,NA,NA,0.208934180282248,146230,29636.3,2.24888754362005,3.94361695097537
125,2009,12113,Santa Rosa County,Florida,12649,173100,37.7,151759,NA,NA,NA,0.0730733679953784,95.02275,NA,NA,0.0925176028681658,167112.5,15384.75,1.28389913475766,1.11227156668912
126,2009,12115,Sarasota County,Florida,39167,198300,51.2,369765,NA,NA,NA,0.197513867876954,95.02275,NA,NA,0.222801589128679,209609.090909091,45167.2727272727,0.789765954594346,2.93566369638656
127,2009,12117,Seminole County,Florida,40108,219100,37.6,413204,NA,NA,NA,0.183057964399817,95.02275,NA,NA,0.250117590850818,209718.181818182,51975,4.29905504913171,1.90422476489197
128,2009,12127,Volusia County,Florida,50403,170100,44.1,495890,NA,NA,NA,0.2963139329806,95.02275,NA,NA,0.388112775700537,156145.454545455,59105.7272727273,1.96517738486105,1.56520154969047
129,2009,13015,Bartow County,Georgia,9049,140100,35.4,96217,NA,NA,NA,0.0645895788722341,95.02275,NA,NA,0.085455408755813,143857.142857143,11824.7142857143,8.0404003165164,3.28552638938139
130,2009,13021,Bibb County,Georgia,27188,119000,34.5,156060,NA,NA,NA,0.228470588235294,95.02275,NA,NA,0.223935681437783,120063.636363636,26739.6363636364,-0.0453395861813639,0.501101950078708
131,2009,13031,Bulloch County,Georgia,11320,151000,24.5,69213,NA,NA,NA,0.0749668874172185,95.02275,NA,NA,0.0931554627293279,136118.181818182,12585.2727272727,1.21677968236749,-1.11487116231209
132,2009,13045,Carroll County,Georgia,11080,132100,33.4,114778,NA,NA,NA,0.0838758516275549,95.02275,NA,NA,0.11335629037949,123150,13745.2,0.0947353185498087,0.421513535488712
133,2009,13051,Chatham County,Georgia,39716,187400,33.6,256992,NA,NA,NA,0.211931696905016,95.02275,NA,NA,0.259594486886507,182118.181818182,47010.6363636364,1.68588881038872,0.507322659695405
134,2009,13057,Cherokee County,Georgia,15197,202800,35.3,215084,NA,NA,NA,0.0749358974358974,95.02275,NA,NA,0.0893291888823658,194271.428571429,17207.8571428571,0.751626103605505,1.08725920238944
135,2009,13059,Clarke County,Georgia,22012,165100,24.4,116342,NA,NA,NA,0.133325257419746,95.02275,NA,NA,0.163354239702119,164218.181818182,26719.2727272727,3.55644466862226,1.4547477840701
136,2009,13063,Clayton County,Georgia,33794,120200,31.4,275772,NA,NA,NA,0.281148086522463,95.02275,NA,NA,0.437784300425881,101436.363636364,43140.2727272727,3.58871474531584,1.08381304873178
137,2009,13067,Cobb County,Georgia,74715,217200,34.8,714692,NA,NA,NA,0.343991712707182,95.02275,NA,NA,0.430717047180796,223990.909090909,94761.8181818182,2.60694617289559,2.42554965368962
138,2009,13077,Coweta County,Georgia,9146,172700,36,127111,NA,NA,NA,0.0529588882455124,95.02275,NA,NA,0.0697854350893767,187275,13058.125,6.60139018941531,3.95273037200801
139,2009,13089,DeKalb County,Georgia,111997,188000,34.2,747274,NA,NA,NA,0.595728723404255,95.02275,NA,NA,0.665050663415571,187654.545454545,122379.818181818,0.924746620545178,2.5961308906129
140,2009,13095,Dougherty County,Georgia,17487,107200,32.2,95859,NA,NA,NA,0.163125,95.02275,NA,NA,0.18637037897113,101927.272727273,18902,-0.147175103395099,0.45439083064595
